time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
1996-05-07-07; 1.2474; 4.9095
1996-05-07-08; 1.3110; 5.2534
1996-05-07-09; 1.2065; 5.0199
1996-05-07-10; 1.3259; 4.9028
1996-05-07-11; 1.3951; 4.8417
1996-05-07-12; 1.4216; 5.0233
1996-05-07-13; 1.3902; 4.9659
1996-05-07-14; 1.2965; 4.9851
1996-05-07-15; 1.3454; 4.9517
1996-05-07-16; 1.3737; 5.1075
1996-05-07-17; 1.2678; 4.9061
1996-05-07-18; 1.3418; 4.9636
1996-05-07-19; 1.3310; 5.0828
1996-05-07-20; 1.2496; 4.8793
1996-05-07-21; 1.2535; 4.8702
1996-05-07-22; 1.1824; 4.9374
1996-05-07-23; 1.1431; 4.9554
1996-05-08-00; 1.0751; 4.7282
1996-05-08-01; 1.1918; 4.9885
1996-05-08-02; 1.2230; 4.8814
1996-05-08-03; 1.2499; 4.8786
1996-05-08-04; 1.2045; 4.7336
1996-05-08-05; 1.1827; 4.7446
1996-05-08-06; 1.4037; 4.9468
1996-05-08-07; 1.3313; 4.7427
1996-05-08-08; 1.4216; 4.9414
1996-05-08-09; 1.5751; 5.1363
1996-05-08-10; 1.5720; 5.1659
1996-05-08-11; 1.5685; 5.2751
1996-05-08-12; 1.4896; 5.4220
1996-05-08-13; 1.4475; 5.2216
1996-05-08-14; 1.4487; 5.3468
1996-05-08-15; 1.3418; 5.2724
1996-05-08-16; 1.4437; 5.3573
1996-05-08-17; 1.3968; 5.3604
1996-05-08-18; 1.4567; 5.3537
1996-05-08-19; 1.3951; 5.2081
1996-05-08-20; 1.3713; 5.3688
1996-05-08-21; 1.5099; 5.4617
1996-05-08-22; 1.5070; 5.4643
1996-05-08-23; 1.4367; 5.3182
1996-05-09-00; 1.3385; 5.3128
1996-05-09-01; 1.3743; 5.3186
1996-05-09-02; 1.3045; 5.3126
1996-05-09-03; 1.3980; 5.2605
1996-05-09-04; 1.3231; 5.1469
1996-05-09-05; 1.4489; 5.2337
1996-05-09-06; 1.4693; 5.3048
1996-05-09-07; 1.4638; 5.2024
1996-05-09-08; 1.4266; 5.3194
1996-05-09-09; 1.5197; 5.1601
1996-05-09-10; 1.5165; 5.1976
1996-05-09-11; 1.5160; 5.2859
1996-05-09-12; 1.5078; 5.1270
1996-05-09-13; 1.4117; 4.9134
1996-05-09-14; 1.4434; 4.9767
1996-05-09-15; 1.4314; 5.0649
1996-05-09-16; 1.3328; 5.0313
1996-05-09-17; 1.4114; 5.1855
1996-05-09-18; 1.2652; 5.0463
1996-05-09-19; 1.4481; 5.1713
1996-05-09-20; 1.4077; 5.2178
1996-05-09-21; 1.3107; 4.9295
1996-05-09-22; 1.3002; 4.9707
1996-05-09-23; 1.4080; 5.3303
1996-05-10-00; 1.3195; 5.1299
1996-05-10-01; 1.1979; 5.0314
1996-05-10-02; 1.2803; 5.1360
1996-05-10-03; 1.3008; 5.1526
1996-05-10-04; 1.4227; 5.3265
1996-05-10-05; 1.3463; 5.2942
1996-05-10-06; 1.5011; 5.3666
1996-05-10-07; 1.3334; 5.3639
1996-05-10-08; 1.3525; 5.3988
1996-05-10-09; 1.3675; 5.4443
1996-05-10-10; 1.3340; 5.1294
1996-05-10-11; 1.2860; 5.3280
1996-05-10-12; 1.5194; 5.5427
1996-05-10-13; 1.3430; 5.3889
1996-05-10-14; 1.3757; 5.3564
1996-05-10-15; 1.4995; 5.4775
1996-05-10-16; 1.3334; 5.3669
1996-05-10-17; 1.2432; 5.3218
1996-05-10-18; 1.3234; 5.3727
1996-05-10-19; 1.2181; 5.1557
1996-05-10-20; 1.1286; 5.1454
1996-05-10-21; 1.1587; 5.0474
1996-05-10-22; 1.1945; 5.1193
1996-05-10-23; 1.1992; 4.9549
1996-05-11-00; 1.1574; 4.7971
1996-05-11-01; 1.2201; 4.9357
1996-05-11-02; 1.2214; 4.8926
1996-05-11-03; 1.2072; 4.9333
1996-05-11-04; 1.1172; 4.8302
1996-05-11-05; 1.1353; 4.9256
1996-05-11-06; 1.1093; 4.9388
1996-05-11-07; 1.1708; 5.2906
1996-05-11-08; 1.0973; 5.1584
1996-05-11-09; 1.0910; 5.3971
1996-05-11-10; 0.9857; 5.2137
1996-05-11-11; 1.1261; 5.5371
1996-05-11-12; 1.0200; 5.5473
1996-05-11-13; 1.1049; 5.3712
1996-05-11-14; 1.0907; 5.4330
1996-05-11-15; 1.0822; 5.4424
1996-05-11-16; 1.0631; 5.4495
1996-05-11-17; 1.0650; 5.3752
1996-05-11-18; 1.0094; 5.4660
1996-05-11-19; 1.0525; 5.3723
1996-05-11-20; 0.9824; 5.3187
1996-05-11-21; 0.9922; 5.4561
1996-05-11-22; 0.9913; 5.3347
1996-05-11-23; 1.0476; 5.5593
1996-05-12-00; 0.9832; 5.5622
1996-05-12-01; 0.8859; 5.4011
1996-05-12-02; 0.9446; 5.6209
1996-05-12-03; 0.9161; 5.6227
1996-05-12-04; 0.8886; 5.5259
1996-05-12-05; 0.8962; 5.5044
1996-05-12-06; 0.7933; 5.3596
1996-05-12-07; 0.8103; 5.3919
1996-05-12-08; 0.8181; 5.4678
1996-05-12-09; 0.8201; 5.3758
1996-05-12-10; 0.7410; 5.3783
1996-05-12-11; 0.8162; 5.6392
1996-05-12-12; 0.8564; 5.7485
1996-05-12-13; 0.7334; 5.6633
1996-05-12-14; 0.7421; 5.5486
1996-05-12-15; 0.7655; 5.8591
1996-05-12-16; 0.7118; 5.8611
1996-05-12-17; 0.6712; 5.8803
1996-05-12-18; 0.6860; 5.4552
1996-05-12-19; 0.6325; 5.2408
1996-05-12-20; 0.6312; 4.9624
1996-05-12-21; 0.6462; 4.7247
1996-05-12-22; 0.6261; 4.8730
1996-05-12-23; 0.6694; 4.8320
1996-05-13-00; 0.6066; 4.5013
1996-05-13-01; 0.6425; 4.4848
1996-05-13-02; 0.6254; 4.5277
1996-05-13-03; 0.6312; 4.2221
1996-05-13-04; 0.7268; 4.1701
1996-05-13-05; 0.9889; 3.9769
1996-05-13-06; 1.2065; 4.3484
1996-05-13-07; 1.2312; 4.4138
1996-05-13-09; 1.1504; 4.5334
1996-05-13-10; 1.0453; 4.5361
1996-05-13-11; 0.9982; 4.6163
1996-05-13-12; 0.9095; 4.6031
1996-05-13-13; 0.8437; 4.4392
1996-05-13-14; 0.7836; 4.4616
1996-05-13-15; 0.7754; 4.5627
1996-05-13-16; 0.7207; 4.4248
1996-05-13-17; 0.6676; 4.3249
1996-05-13-18; 0.6748; 4.3487
1996-05-13-19; 0.5946; 4.3168
1996-05-13-20; 0.5439; 4.2736
1996-05-13-21; 0.5490; 4.2166
1996-05-13-22; 0.5213; 4.1616
1996-05-13-23; 0.4746; 4.1847
1996-05-14-00; 0.5017; 3.9099
1996-05-14-01; 0.5417; 3.7231
1996-05-14-02; 0.5402; 3.7699
1996-05-14-03; 0.5304; 3.8173
1996-05-14-04; 0.5319; 3.8330
1996-05-14-05; 0.5754; 3.7758
1996-05-14-06; 0.6350; 3.7788
1996-05-14-07; 0.6072; 3.7314
1996-05-14-08; 0.6203; 3.7732
1996-05-14-09; 0.6280; 3.7263
1996-05-14-10; 0.5919; 3.7888
1996-05-14-11; 0.6046; 3.8202
1996-05-14-12; 0.6229; 3.7901
1996-05-14-13; 0.5684; 3.8122
1996-05-14-16; 0.5159; 3.7816
1996-05-14-17; 0.4618; 3.7374
1996-05-14-18; 0.4486; 3.6077
1996-05-14-19; 0.4209; 3.5210
1996-05-14-20; 0.4712; 3.3132
1996-05-14-21; 0.5041; 3.3138
1996-05-14-22; 0.5468; 3.2955
1996-05-14-23; 0.5979; 3.3953
1996-05-15-00; 0.7426; 3.5989
1996-05-15-01; 0.7774; 3.7258
1996-05-15-02; 0.8736; 3.6568
1996-05-15-03; 0.8465; 3.7883
1996-05-15-04; 0.8346; 3.7773
1996-05-15-05; 0.8908; 3.8782
1996-05-15-06; 0.9382; 3.9023
1996-05-15-07; 0.9360; 3.9084
1996-05-15-08; 0.9684; 3.9524
1996-05-15-09; 0.9622; 4.0084
1996-05-15-10; 0.8800; 4.0043
1996-05-15-11; 0.7805; 3.9381
1996-05-15-12; 0.7902; 4.0266
1996-05-15-13; 0.7367; 4.0993
1996-05-15-14; 0.7539; 4.1994
1996-05-15-15; 0.7764; 4.1887
1996-05-15-16; 0.7207; 4.1467
1996-05-15-17; 0.7790; 4.2921
1996-05-15-18; 0.7938; 4.3884
1996-05-15-19; 0.7650; 4.3197
1996-05-15-20; 0.7523; 4.4185
1996-05-15-21; 0.7448; 4.3377
1996-05-15-22; 0.7774; 4.4917
1996-05-15-23; 0.7448; 4.4928
1996-05-16-00; 0.7095; 4.5697
1996-05-16-01; 0.6924; 4.5086
1996-05-16-02; 0.7061; 4.5135
1996-05-16-03; 0.7072; 4.4959
1996-05-16-04; 0.7021; 4.2484
1996-05-16-05; 0.7448; 4.1828
1996-05-16-06; 0.7841; 4.1620
1996-05-16-07; 0.9974; 4.7986
1996-05-16-08; 1.0751; 5.0556
1996-05-16-09; 1.1532; 5.3260
1996-05-16-10; 1.3507; 5.6885
1996-05-16-11; 1.2791; 5.4839
1996-05-16-12; 1.2750; 5.5015
1996-05-16-13; 1.1901; 5.3495
1996-05-16-14; 1.1861; 5.1670
1996-05-16-15; 1.0259; 4.9963
1996-05-16-16; 1.0932; 4.9809
1996-05-16-17; 1.0571; 4.8496
1996-05-16-18; 0.9869; 4.8652
1996-05-16-19; 0.9926; 4.8539
1996-05-16-20; 0.9986; 4.9324
1996-05-16-21; 0.9593; 4.8345
1996-05-16-22; 0.9589; 4.6738
1996-05-16-23; 0.9454; 4.7672
1996-05-17-00; 0.8546; 4.8735
1996-05-17-01; 0.8859; 4.8207
1996-05-17-02; 0.9763; 5.0493
1996-05-17-03; 0.9492; 4.8332
1996-05-17-04; 1.0177; 4.9202
1996-05-17-05; 1.0224; 4.8884
1996-05-17-06; 1.0601; 4.6987
1996-05-17-07; 1.1078; 4.6917
1996-05-17-08; 1.1114; 4.8852
1996-05-17-09; 1.2512; 4.9981
1996-05-17-10; 1.1854; 4.9363
1996-05-17-11; 1.1143; 4.9336
1996-05-17-12; 1.1049; 4.8543
1996-05-17-13; 1.1497; 4.9038
1996-05-17-14; 1.1350; 4.7130
1996-05-17-15; 1.1197; 4.7052
1996-05-17-16; 1.1093; 4.5959
1996-05-17-17; 1.0635; 4.5217
1996-05-17-18; 1.0631; 4.5487
1996-05-17-19; 1.1183; 4.6892
1996-05-17-20; 1.0954; 4.6541
1996-05-17-21; 1.0777; 4.5684
1996-05-17-22; 1.0082; 4.6170
1996-05-17-23; 1.0837; 4.6377
1996-05-18-00; 0.9824; 4.6808
1996-05-18-01; 0.9394; 4.4769
1996-05-18-02; 0.9235; 4.4863
1996-05-18-03; 1.0066; 4.4803
1996-05-18-04; 0.9352; 4.4224
1996-05-18-05; 1.0208; 4.6179
1996-05-18-06; 1.0137; 4.6080
1996-05-18-07; 1.0114; 4.5056
1996-05-18-08; 1.0046; 4.6179
1996-05-18-09; 0.9424; 4.4790
1996-05-18-10; 0.9279; 4.5272
1996-05-18-11; 0.9547; 4.7722
1996-05-18-12; 0.9530; 4.5822
1996-05-18-13; 0.9853; 4.7056
1996-05-18-14; 1.0090; 4.7157
1996-05-18-15; 1.0910; 4.7397
1996-05-18-16; 1.1071; 4.7610
1996-05-18-17; 1.0695; 4.6087
1996-05-18-18; 1.0762; 4.5504
1996-05-18-19; 1.0736; 4.6663
1996-05-18-20; 1.0744; 4.5512
1996-05-18-21; 1.0740; 4.6108
1996-05-18-22; 1.0748; 4.6123
1996-05-18-23; 0.9726; 4.4886
1996-05-19-00; 0.9668; 4.4699
1996-05-19-01; 0.9095; 4.5507
1996-05-19-02; 0.8962; 4.5152
1996-05-19-03; 0.9183; 4.5306
1996-05-19-04; 0.9509; 4.5254
1996-05-19-05; 0.9622; 4.5729
1996-05-19-06; 1.0349; 4.6116
1996-05-19-07; 1.0973; 4.5519
1996-05-19-08; 1.1293; 4.7032
1996-05-19-09; 1.1553; 4.7528
1996-05-19-10; 1.1587; 4.8104
1996-05-19-11; 1.1009; 4.7617
1996-05-19-12; 1.1172; 4.7437
1996-05-19-13; 1.1139; 4.8043
1996-05-19-14; 1.1254; 5.0363
1996-05-19-15; 1.0590; 4.8933
1996-05-19-16; 1.1272; 4.9329
1996-05-19-17; 1.0533; 4.8611
1996-05-19-18; 1.0575; 4.8098
1996-05-19-19; 1.1567; 5.0294
1996-05-19-20; 1.1434; 4.8976
1996-05-19-21; 1.0785; 4.9746
1996-05-19-22; 1.0453; 4.9591
1996-05-19-23; 1.0196; 5.0442
1996-05-20-00; 0.9676; 4.8756
1996-05-20-01; 1.0232; 4.8789
1996-05-20-02; 1.0046; 5.0725
1996-05-20-03; 0.9660; 5.0036
1996-05-20-04; 0.9192; 4.8804
1996-05-20-05; 0.9020; 4.7955
1996-05-20-06; 0.8588; 4.8363
1996-05-20-07; 0.8620; 4.7004
1996-05-20-08; 0.9626; 4.9111
1996-05-20-09; 0.8578; 4.7595
1996-05-20-10; 0.7912; 4.5837
1996-05-20-11; 0.8394; 4.6953
1996-05-20-12; 0.9148; 4.7671
1996-05-20-13; 0.8800; 4.8077
1996-05-20-14; 0.9029; 4.7734
1996-05-20-15; 0.9244; 4.6936
1996-05-20-16; 0.9458; 4.8687
1996-05-20-17; 0.9209; 4.8062
1996-05-20-18; 0.9322; 4.7563
1996-05-20-19; 0.8385; 4.5813
1996-05-20-20; 0.9530; 4.5902
1996-05-20-21; 0.9538; 4.7971
1996-05-20-22; 0.8931; 4.6775
1996-05-20-23; 0.9170; 4.6420
1996-05-21-00; 0.8845; 4.7043
1996-05-21-01; 0.9073; 4.7194
1996-05-21-02; 0.9517; 4.5040
1996-05-21-03; 0.9135; 4.4858
1996-05-21-04; 0.8971; 4.6886
1996-05-21-05; 0.8967; 4.6503
1996-05-21-06; 0.9051; 4.9271
1996-05-21-07; 0.9296; 4.9158
1996-05-21-08; 0.8917; 4.9702
1996-05-21-09; 0.8759; 5.0370
1996-05-21-10; 0.9209; 5.1280
1996-05-21-11; 0.9555; 5.0613
1996-05-21-12; 0.9437; 5.1700
1996-05-21-13; 0.9304; 5.1262
1996-05-21-14; 0.9954; 5.1615
1996-05-21-15; 0.8763; 5.1306
1996-05-21-16; 0.9033; 5.0974
1996-05-21-17; 0.9416; 5.1646
1996-05-21-18; 1.0620; 5.4662
1996-05-21-19; 1.0352; 5.6208
1996-05-21-20; 1.1725; 5.8179
1996-05-21-21; 1.1677; 6.2024
1996-05-21-22; 1.1995; 6.0897
1996-05-21-23; 1.0899; 5.7787
1996-05-22-00; 1.2122; 5.8342
1996-05-22-01; 1.1455; 5.6942
1996-05-22-02; 1.0684; 5.4609
1996-05-22-03; 1.1286; 5.7092
1996-05-22-04; 1.2425; 5.9422
1996-05-22-05; 1.0714; 5.6445
1996-05-22-06; 0.9011; 5.3463
1996-05-22-07; 1.0153; 5.5197
1996-05-22-08; 0.8546; 5.2863
1996-05-22-09; 0.7571; 5.0592
1996-05-22-10; 0.7345; 5.1146
1996-05-22-11; 0.7759; 5.1331
1996-05-22-12; 0.7943; 5.2899
1996-05-22-13; 0.7800; 5.3956
1996-05-22-14; 1.0165; 6.2066
1996-05-22-15; 0.9513; 6.2081
1996-05-22-16; 0.8931; 6.1549
1996-05-22-17; 0.8886; 6.1162
1996-05-22-18; 0.8546; 6.1544
1996-05-22-19; 0.8564; 6.2451
1996-05-22-20; 0.8093; 5.8389
1996-05-22-21; 0.8043; 5.6829
1996-05-22-22; 0.8028; 5.6728
1996-05-22-23; 0.8800; 5.8000
1996-05-23-00; 0.8418; 5.7624
1996-05-23-01; 0.8028; 5.6837
1996-05-23-02; 0.7963; 5.6153
1996-05-23-03; 0.8984; 5.9188
1996-05-23-04; 0.8564; 5.8470
1996-05-23-05; 0.8527; 5.8150
1996-05-23-06; 0.8639; 5.7078
1996-05-23-07; 0.8777; 5.8281
1996-05-23-08; 0.8620; 5.5164
1996-05-23-09; 0.8423; 5.6088
1996-05-23-10; 0.8527; 5.5445
1996-05-23-11; 0.7983; 5.4127
1996-05-23-12; 0.8308; 5.4770
1996-05-23-13; 0.8137; 5.3667
1996-05-23-14; 0.7202; 5.1040
1996-05-23-15; 0.7560; 5.1268
1996-05-23-16; 0.7257; 5.2691
1996-05-23-17; 0.6754; 5.2194
1996-05-23-18; 0.6530; 5.3262
1996-05-23-19; 0.6375; 5.1794
1996-05-23-20; 0.5912; 5.2798
1996-05-23-21; 0.5591; 4.8788
1996-05-23-22; 0.5670; 4.6380
1996-05-23-23; 0.5999; 4.1730
1996-05-24-00; 0.6197; 3.9937
1996-05-24-01; 0.6585; 4.0310
1996-05-24-02; 0.6813; 3.9264
1996-05-24-03; 0.6536; 4.0294
1996-05-24-04; 0.6616; 4.0170
1996-05-24-05; 0.6248; 3.9188
1996-05-24-06; 0.7033; 4.0279
1996-05-24-07; 0.6555; 3.9532
1996-05-24-09; 0.5878; 3.9533
1996-05-24-10; 0.5905; 3.9383
1996-05-24-11; 0.5986; 3.9255
1996-05-24-12; 0.5634; 3.8840
1996-05-24-13; 0.5761; 3.9199
1996-05-24-14; 0.5898; 3.9037
1996-05-24-15; 0.6549; 4.0122
1996-05-24-16; 0.5871; 4.0086
1996-05-24-17; 0.5864; 3.9897
1996-05-24-18; 0.5733; 3.9563
1996-05-24-19; 0.5297; 3.8846
1996-05-24-20; 0.5174; 3.8334
1996-05-24-21; 0.5857; 3.9100
1996-05-24-22; 0.5986; 3.8398
1996-05-24-23; 0.5775; 3.8742
1996-05-25-00; 0.5999; 3.8473
1996-05-25-01; 0.6131; 3.8437
1996-05-25-02; 0.6086; 3.8282
1996-05-25-03; 0.6369; 3.8560
1996-05-25-04; 0.7279; 3.8433
1996-05-25-05; 0.7728; 3.8360
1996-05-25-06; 0.7475; 3.9051
1996-05-25-07; 0.7533; 3.9291
1996-05-25-08; 0.7571; 3.8378
1996-05-25-09; 0.8008; 3.8899
1996-05-25-10; 0.8592; 3.9497
1996-05-25-11; 0.9069; 4.0812
1996-05-25-12; 0.8103; 4.1770
1996-05-25-13; 0.7560; 4.1203
1996-05-25-14; 0.8147; 4.2154
1996-05-25-15; 0.7179; 4.1246
1996-05-25-16; 0.7528; 4.2098
1996-05-25-17; 0.8303; 4.4002
1996-05-25-18; 0.7469; 4.3227
1996-05-25-19; 0.7507; 4.3673
1996-05-25-20; 0.7586; 4.3434
1996-05-25-21; 0.7507; 4.3858
1996-05-25-22; 0.7877; 4.4517
1996-05-25-23; 0.7437; 4.3912
1996-05-26-00; 0.7671; 4.4401
1996-05-26-01; 0.7892; 4.5814
1996-05-26-02; 0.8008; 4.5681
1996-05-26-03; 0.8555; 4.4940
1996-05-26-04; 0.8293; 4.6492
1996-05-26-05; 0.8935; 4.5094
1996-05-26-06; 0.9484; 4.5247
1996-05-26-07; 0.9002; 4.3734
1996-05-26-08; 0.9840; 4.4084
1996-05-26-09; 1.0987; 4.5574
1996-05-26-10; 1.0714; 4.4859
1996-05-26-11; 1.0318; 4.3880
1996-05-26-12; 1.1307; 4.4869
1996-05-26-13; 1.0951; 4.5340
1996-05-26-14; 1.1161; 4.5431
1996-05-26-15; 1.1064; 4.4457
1996-05-26-16; 1.1494; 4.5645
1996-05-26-17; 1.0597; 4.4848
1996-05-26-18; 1.1042; 4.7500
1996-05-26-19; 1.0437; 4.6574
1996-05-26-20; 1.0251; 4.4953
1996-05-26-21; 1.1038; 4.6489
1996-05-26-22; 1.0479; 4.6071
1996-05-26-23; 1.0811; 4.6764
1996-05-27-00; 1.0441; 4.6925
1996-05-27-01; 1.0399; 4.7869
1996-05-27-02; 0.9559; 4.5746
1996-05-27-03; 0.9986; 4.5850
1996-05-27-04; 0.9270; 4.4781
1996-05-27-05; 1.0310; 4.7246
1996-05-27-06; 1.0973; 4.5910
1996-05-27-07; 1.1067; 4.6489
1996-05-27-08; 1.0888; 4.6451
1996-05-27-09; 1.3301; 4.7594
1996-05-27-10; 1.4796; 4.9515
1996-05-27-11; 1.4199; 4.8394
1996-05-27-12; 1.5083; 4.8813
1996-05-27-13; 1.6443; 4.9983
1996-05-27-14; 1.6123; 4.9746
1996-05-27-15; 1.7303; 5.1251
1996-05-27-16; 1.8546; 5.1274
1996-05-27-17; 1.7765; 5.0443
1996-05-27-18; 1.8116; 5.3524
1996-05-27-19; 1.8544; 5.3983
1996-05-27-20; 1.7920; 5.6286
1996-05-27-21; 1.6843; 5.5130
1996-05-27-22; 1.6886; 5.6000
1996-05-27-23; 1.3373; 5.3804
1996-05-28-00; 1.3457; 5.2498
1996-05-28-01; 1.3693; 5.4872
1996-05-28-02; 1.2715; 5.3244
1996-05-28-03; 1.2390; 5.1495
1996-05-28-04; 1.3146; 5.3201
1996-05-28-05; 1.3091; 5.0222
1996-05-28-06; 1.3237; 5.1713
1996-05-28-07; 1.3228; 5.1372
1996-05-28-08; 1.4384; 5.1043
1996-05-28-09; 1.4952; 5.1671
1996-05-28-10; 1.4627; 5.1358
1996-05-28-11; 1.4173; 5.1086
1996-05-28-12; 1.6360; 5.1710
1996-05-28-13; 1.6046; 5.2345
1996-05-28-14; 1.6039; 4.9983
1996-05-28-15; 1.8397; 5.3015
1996-05-28-16; 2.0150; 5.3987
1996-05-28-17; 1.9054; 5.4773
1996-05-28-18; 1.9795; 5.5061
1996-05-28-19; 1.9805; 5.5823
1996-05-28-20; 2.1720; 5.9505
1996-05-28-21; 1.8494; 5.6871
1996-05-28-22; 1.8486; 5.7239
1996-05-28-23; 1.7933; 5.7438
1996-05-29-00; 1.4646; 5.3245
1996-05-29-01; 1.3216; 5.1736
1996-05-29-02; 1.2247; 5.2191
1996-05-29-03; 1.3424; 5.5228
1996-05-29-04; 1.1279; 5.3389
1996-05-29-05; 1.0337; 5.2044
1996-05-29-06; 1.0661; 4.9729
1996-05-29-07; 1.1431; 5.1679
1996-05-29-08; 1.1955; 5.0777
1996-05-29-09; 1.2065; 5.0477
1996-05-29-10; 1.2950; 5.0380
1996-05-29-11; 1.3445; 5.2588
1996-05-29-12; 1.3937; 5.1370
1996-05-29-13; 1.4915; 5.2669
1996-05-29-14; 1.5453; 5.2186
1996-05-29-15; 1.4553; 5.1276
1996-05-29-16; 1.6441; 5.3923
1996-05-29-17; 1.6836; 5.3814
1996-05-29-18; 1.6769; 5.3792
1996-05-29-19; 2.0008; 5.7949
1996-05-29-20; 1.6526; 5.3671
1996-05-29-21; 1.6931; 5.7969
1996-05-29-22; 1.6160; 5.5620
1996-05-29-23; 1.4487; 5.5094
1996-05-30-00; 1.4054; 5.4725
1996-05-30-01; 1.2847; 5.4161
1996-05-30-02; 1.1601; 5.1868
1996-05-30-03; 1.0684; 5.2835
1996-05-30-04; 1.1211; 5.4533
1996-05-30-05; 1.0149; 5.3245
1996-05-30-06; 0.8484; 5.1099
1996-05-30-07; 0.8863; 5.1477
1996-05-30-08; 0.8517; 5.2786
1996-05-30-09; 0.9179; 5.2452
1996-05-30-10; 0.8546; 5.2078
1996-05-30-11; 0.9812; 4.9433
1996-05-30-12; 1.0318; 4.9472
1996-05-30-13; 1.0936; 5.0118
1996-05-30-14; 1.1060; 5.0672
1996-05-30-15; 1.0399; 5.0934
1996-05-30-16; 0.9930; 4.9342
1996-05-30-17; 0.8935; 4.8467
1996-05-30-18; 0.9095; 4.8613
1996-05-30-19; 0.9025; 4.8111
1996-05-30-20; 0.9601; 4.7733
1996-05-30-21; 0.8759; 4.7716
1996-05-30-22; 0.8962; 4.8334
1996-05-30-23; 0.8845; 4.8977
1996-05-31-00; 0.8399; 4.8873
1996-05-31-01; 0.8361; 4.9627
1996-05-31-02; 0.8337; 4.9881
1996-05-31-03; 0.7213; 4.9622
1996-05-31-04; 0.7168; 4.9060
1996-05-31-05; 0.6964; 4.9503
1996-05-31-06; 0.7021; 4.9465
1996-05-31-07; 0.6871; 4.9051
1996-05-31-08; 0.6350; 4.9899
1996-05-31-09; 0.6125; 4.9704
1996-05-31-10; 0.6487; 5.0435
1996-05-31-11; 0.7033; 5.0706
1996-05-31-12; 0.7135; 5.1520
1996-05-31-13; 0.7190; 5.2083
1996-05-31-14; 0.6561; 5.0686
1996-05-31-15; 0.6092; 4.7381
1996-05-31-16; 0.6549; 4.7709
1996-05-31-17; 0.6337; 4.7023
1996-05-31-18; 0.5468; 4.3742
1996-05-31-19; 0.4912; 4.2947
1996-05-31-20; 0.4796; 4.2916
1996-05-31-21; 0.4678; 4.1703
1996-05-31-22; 0.4729; 4.1682
1996-05-31-23; 0.4359; 4.2048
1996-06-01-00; 0.4228; 4.2881
1996-06-01-01; 0.4592; 4.3683
1996-06-01-02; 0.4626; 4.2510
1996-06-01-03; 0.4855; 4.3233
1996-06-01-04; 0.5001; 4.0348
1996-06-01-05; 0.5613; 3.9513
1996-06-01-06; 0.5591; 3.9304
1996-06-01-07; 0.6388; 4.0532
1996-06-01-08; 0.6190; 4.0343
1996-06-01-09; 0.6099; 4.0997
1996-06-01-10; 0.6419; 4.1739
1996-06-01-11; 0.6419; 4.1406
1996-06-01-12; 0.7146; 4.2716
1996-06-01-13; 0.7196; 4.1914
1996-06-01-14; 0.7728; 4.3546
1996-06-01-15; 0.8033; 4.4827
1996-06-01-16; 0.8230; 4.6546
1996-06-01-17; 0.8489; 4.7721
1996-06-01-18; 0.8023; 4.6911
1996-06-01-19; 0.9011; 4.9529
1996-06-01-20; 0.8240; 5.0862
1996-06-01-21; 0.7912; 4.8532
1996-06-01-22; 0.8240; 4.9665
1996-06-01-23; 0.7067; 4.9627
1996-06-02-00; 0.7168; 4.9584
1996-06-02-01; 0.6981; 4.7887
1996-06-02-02; 0.7055; 4.5785
1996-06-02-03; 0.7218; 4.5770
1996-06-02-04; 0.6952; 4.5574
1996-06-02-05; 0.6947; 4.4105
1996-06-02-06; 0.7738; 4.3818
1996-06-02-07; 0.9274; 4.5372
1996-06-02-08; 1.0829; 4.7811
1996-06-02-09; 1.1501; 5.0854
1996-06-02-10; 1.3472; 5.4578
1996-06-02-11; 1.3957; 5.6453
1996-06-02-12; 1.4361; 5.8265
1996-06-02-13; 1.4311; 5.9209
1996-06-02-14; 1.4065; 5.7162
1996-06-02-15; 1.2788; 5.6509
1996-06-02-16; 1.3572; 5.7063
1996-06-02-17; 1.2535; 5.4567
1996-06-02-18; 1.2445; 5.5192
1996-06-02-20; 1.1851; 5.4674
1996-06-02-21; 1.0759; 5.3477
1996-06-02-22; 1.0383; 5.3422
1996-06-02-23; 1.0114; 5.4537
1996-06-03-00; 0.9479; 5.2011
1996-06-03-01; 0.9352; 4.8396
1996-06-03-02; 0.9547; 4.6225
1996-06-03-03; 0.9622; 4.6234
1996-06-03-04; 0.9597; 4.4699
1996-06-03-05; 0.9209; 4.5299
1996-06-03-06; 1.0251; 4.6641
1996-06-03-07; 1.0062; 4.9513
1996-06-03-08; 1.0259; 5.2299
1996-06-03-09; 1.2700; 5.6375
1996-06-03-10; 1.2763; 5.9634
1996-06-03-11; 1.3954; 6.1308
1996-06-03-12; 1.2681; 5.9127
1996-06-03-13; 1.3540; 6.1011
1996-06-03-14; 1.3451; 6.0419
1996-06-03-15; 1.2598; 5.8962
1996-06-03-16; 1.3439; 6.0203
1996-06-03-17; 1.1574; 5.7879
1996-06-03-18; 1.1810; 5.7051
1996-06-03-19; 1.0840; 5.7216
1996-06-03-20; 0.9913; 5.4273
1996-06-03-21; 1.0141; 5.3684
1996-06-03-22; 0.9962; 5.3380
1996-06-03-23; 0.9522; 5.2212
1996-06-04-00; 0.8370; 4.9357
1996-06-04-01; 0.8713; 5.0648
1996-06-04-02; 0.7917; 4.7427
1996-06-04-03; 0.7882; 4.6770
