time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2006-01-29-00; 2.1054; 4.5858
2006-01-29-01; 2.1061; 4.5935
2006-01-29-02; 2.1695; 4.2573
2006-01-29-03; 2.1752; 4.2435
2006-01-29-04; 2.1614; 4.6331
2006-01-29-05; 2.1278; 4.4433
2006-01-29-06; 2.2533; 4.5270
2006-01-29-07; 2.2066; 4.1492
2006-01-29-08; 2.0583; 4.2158
2006-01-29-09; 1.9031; 4.3474
2006-01-29-10; 1.6862; 4.3456
2006-01-29-11; 1.7528; 4.2992
2006-01-29-12; 1.6609; 4.2285
2006-01-29-13; 1.6033; 4.4448
2006-01-29-14; 1.5602; 4.1072
2006-01-29-15; 1.6001; 4.1224
2006-01-29-16; 1.7254; 4.0722
2006-01-29-17; 1.6396; 3.9383
2006-01-29-18; 1.5873; 4.2327
2006-01-29-19; 1.6950; 4.2072
2006-01-29-20; 1.7185; 4.0974
2006-01-29-21; 1.6396; 4.1887
2006-01-29-22; 1.6128; 4.1421
2006-01-29-23; 1.4945; 4.2401
2006-01-30-00; 1.4509; 4.1857
2006-01-30-01; 1.3213; 4.2112
2006-01-30-02; 1.3447; 4.5308
2006-01-30-03; 1.3737; 4.5248
2006-01-30-04; 1.2579; 4.4446
2006-01-30-05; 1.3329; 4.3771
2006-01-30-06; 1.2697; 4.1300
2006-01-30-07; 1.3601; 3.9246
2006-01-30-08; 1.2809; 3.8345
2006-01-30-09; 1.1298; 4.1291
2006-01-30-10; 1.1008; 4.2289
2006-01-30-11; 1.0328; 4.2762
2006-01-30-12; 0.9550; 4.2910
2006-01-30-13; 0.9946; 4.3510
2006-01-30-14; 0.9887; 4.3253
2006-01-30-15; 0.9623; 4.4329
2006-01-30-16; 0.9022; 4.2294
2006-01-30-17; 0.9330; 4.3474
2006-01-30-18; 0.8960; 4.2221
2006-01-30-19; 0.8932; 4.1072
2006-01-30-20; 0.8225; 4.1555
2006-01-30-21; 0.8314; 4.2005
2006-01-30-22; 0.8495; 4.1837
2006-01-30-23; 0.7974; 4.0121
2006-01-31-00; 0.8620; 4.2428
2006-01-31-01; 0.8101; 4.1545
2006-01-31-02; 0.8137; 4.2265
2006-01-31-03; 0.8259; 4.3582
2006-01-31-04; 0.8105; 4.6346
2006-01-31-05; 0.7796; 4.7268
2006-01-31-06; 0.8692; 4.9866
2006-01-31-08; 0.9399; 4.8326
2006-01-31-09; 1.2899; 4.8730
2006-01-31-10; 1.4360; 5.0372
2006-01-31-11; 1.5576; 5.0109
2006-01-31-12; 1.7155; 5.2846
2006-01-31-13; 1.7782; 5.3116
2006-01-31-14; 1.9626; 5.4562
2006-01-31-15; 2.0792; 5.6953
2006-01-31-16; 2.1210; 5.9274
2006-01-31-17; 1.9807; 5.6213
2006-01-31-19; 2.0876; 5.8983
2006-01-31-20; 2.2398; 6.0049
2006-01-31-21; 1.9597; 5.6139
2006-01-31-22; 2.0881; 5.9924
2006-01-31-23; 1.9712; 5.7364
2006-02-01-00; 1.5600; 5.3869
2006-02-01-01; 1.7247; 5.7079
2006-02-01-02; 1.6545; 5.5212
2006-02-01-03; 1.6057; 5.3367
2006-02-01-04; 1.5032; 5.1355
2006-02-01-05; 1.4266; 5.2198
2006-02-01-06; 1.3380; 4.7774
2006-02-01-07; 1.2886; 4.7220
2006-02-01-08; 1.1668; 4.4075
2006-02-01-09; 1.1584; 4.3916
2006-02-01-10; 1.1009; 4.3481
2006-02-01-11; 1.0816; 4.3789
2006-02-01-12; 1.0084; 4.4733
2006-02-01-13; 1.0298; 3.9517
2006-02-01-14; 0.9662; 4.0285
2006-02-01-15; 0.9960; 3.7071
2006-02-01-16; 0.9752; 3.7143
2006-02-01-17; 0.9198; 3.4952
2006-02-01-18; 0.9728; 3.1733
2006-02-01-19; 0.9614; 3.1904
2006-02-01-20; 0.9392; 3.3000
2006-02-01-21; 0.9111; 3.3032
2006-02-01-22; 0.9115; 3.3992
2006-02-01-23; 0.8770; 3.3081
2006-02-02-00; 0.9693; 3.3010
2006-02-02-01; 0.9442; 3.4010
2006-02-02-02; 1.0614; 3.3706
2006-02-02-03; 1.2000; 3.4388
2006-02-02-04; 1.5205; 3.5926
2006-02-02-05; 1.6937; 3.7873
2006-02-02-06; 1.6727; 3.8485
2006-02-02-07; 1.7428; 3.9581
2006-02-02-08; 1.9172; 4.0299
2006-02-02-09; 1.7556; 3.9011
2006-02-02-10; 1.8118; 3.7824
2006-02-02-11; 1.7222; 3.9185
2006-02-02-12; 1.8143; 4.1385
2006-02-02-13; 1.8679; 4.3952
2006-02-02-14; 1.8021; 4.5259
2006-02-02-15; 1.7798; 4.7091
2006-02-02-16; 1.7515; 4.7633
2006-02-02-17; 1.6641; 4.7358
2006-02-02-18; 1.8530; 5.0365
2006-02-02-19; 1.8320; 4.9875
2006-02-02-20; 1.6489; 4.7818
2006-02-02-21; 1.6692; 4.8352
2006-02-02-22; 1.6051; 4.9289
2006-02-02-23; 1.5906; 4.9375
2006-02-03-00; 1.5296; 4.8208
2006-02-03-01; 1.3976; 4.7835
2006-02-03-02; 1.4828; 5.0847
2006-02-03-03; 1.5546; 5.1493
2006-02-03-04; 1.6204; 5.0200
2006-02-03-05; 1.5613; 5.0952
2006-02-03-06; 1.4418; 4.8454
2006-02-03-07; 1.6530; 5.2184
2006-02-03-08; 1.4076; 5.1575
2006-02-03-09; 1.3884; 5.3188
2006-02-03-10; 1.3991; 5.3241
2006-02-03-11; 1.2981; 5.3552
2006-02-03-12; 1.2005; 5.3637
2006-02-03-13; 1.0876; 5.2473
2006-02-03-14; 1.0772; 5.2580
2006-02-03-15; 0.9927; 5.2336
2006-02-03-16; 1.0504; 5.2458
2006-02-03-17; 1.1476; 5.4063
2006-02-03-18; 1.2668; 5.3791
2006-02-03-19; 1.2466; 5.2679
2006-02-03-20; 1.0559; 4.8366
2006-02-03-21; 1.1431; 5.0125
2006-02-03-22; 1.0634; 4.9562
2006-02-03-23; 1.0460; 4.8484
2006-02-04-00; 1.0918; 4.8959
2006-02-04-01; 1.0011; 4.8069
2006-02-04-02; 0.9399; 4.6762
2006-02-04-03; 0.9467; 4.6115
2006-02-04-04; 0.9926; 4.6456
2006-02-04-05; 1.0709; 4.7661
2006-02-04-06; 1.1668; 4.8728
2006-02-04-07; 1.3099; 5.1109
2006-02-04-08; 1.6098; 5.4301
2006-02-04-09; 2.0587; 5.6745
2006-02-04-10; 2.6237; 5.9073
2006-02-04-11; 2.9737; 6.2863
2006-02-04-12; 3.0935; 6.3770
2006-02-04-13; 3.6769; 6.8043
2006-02-04-14; 3.7006; 6.7866
2006-02-04-15; 3.4521; 6.6986
2006-02-04-16; 3.9746; 7.4746
2006-02-04-17; 3.9964; 7.3316
2006-02-04-18; 3.3278; 6.9284
2006-02-04-19; 3.2731; 6.9510
2006-02-04-20; 3.5100; 7.1346
2006-02-04-21; 3.2049; 6.9176
2006-02-04-22; 3.9532; 7.6042
2006-02-05-00; 3.5186; 7.2354
2006-02-05-01; 3.1662; 7.0201
2006-02-05-02; 2.7190; 6.5986
2006-02-05-03; 2.8717; 6.7283
2006-02-05-04; 2.5544; 6.4762
2006-02-05-05; 2.3745; 6.3405
2006-02-05-06; 2.2881; 6.2652
2006-02-05-07; 2.3550; 6.3058
2006-02-05-08; 2.2515; 6.1175
2006-02-05-09; 1.9129; 5.7511
2006-02-05-10; 2.0455; 5.9296
2006-02-05-11; 1.7393; 5.6561
2006-02-05-12; 1.7952; 5.7562
2006-02-05-13; 1.7389; 5.7738
2006-02-05-14; 1.5349; 5.6069
2006-02-05-15; 1.4392; 5.5849
2006-02-05-16; 1.2916; 5.4212
2006-02-05-17; 1.2062; 5.2755
2006-02-05-18; 1.2174; 5.2729
2006-02-05-19; 1.1916; 5.1997
2006-02-05-20; 1.0823; 4.9884
2006-02-05-21; 1.0587; 4.9707
2006-02-05-22; 0.8733; 4.7694
2006-02-05-23; 0.8401; 4.7381
2006-02-06-00; 0.7796; 4.6149
2006-02-06-01; 0.7352; 4.6260
2006-02-06-02; 0.6801; 4.4821
2006-02-06-03; 0.6222; 4.2497
2006-02-06-04; 0.6804; 3.6437
2006-02-06-05; 0.7990; 3.4726
2006-02-06-06; 1.0752; 3.5619
2006-02-06-07; 1.2849; 3.8155
2006-02-06-08; 1.3174; 3.9326
2006-02-06-09; 1.5193; 4.0838
2006-02-06-10; 1.4395; 4.0914
2006-02-06-11; 1.5227; 4.2000
2006-02-06-12; 1.5558; 4.3588
2006-02-06-13; 1.5747; 4.3228
2006-02-06-14; 1.5634; 4.3422
2006-02-06-15; 1.5704; 4.3679
2006-02-06-16; 1.6725; 4.5003
2006-02-06-17; 1.6120; 4.3919
2006-02-06-18; 1.5783; 4.3590
2006-02-06-19; 1.8039; 4.7528
2006-02-06-20; 1.5326; 4.7134
2006-02-06-21; 1.5830; 4.8646
2006-02-06-22; 1.4371; 4.6412
2006-02-06-23; 1.4146; 4.9375
2006-02-07-00; 1.3130; 5.0519
2006-02-07-01; 1.2962; 4.9000
2006-02-07-02; 1.2489; 4.9467
2006-02-07-03; 1.1328; 4.9462
2006-02-07-04; 1.1400; 5.0002
2006-02-07-05; 1.1332; 5.0434
2006-02-07-06; 1.1406; 5.0600
2006-02-07-07; 1.0762; 4.6432
2006-02-07-08; 1.0967; 4.3825
2006-02-07-09; 1.1351; 4.1645
2006-02-07-10; 1.1389; 4.0585
2006-02-07-11; 1.0730; 4.5430
2006-02-07-12; 1.1042; 4.8701
2006-02-07-13; 1.7668; 5.6810
2006-02-07-14; 2.0698; 6.2207
2006-02-07-15; 2.3601; 6.1260
2006-02-07-16; 2.5776; 6.5120
2006-02-07-17; 2.4167; 6.4837
2006-02-07-18; 2.9045; 6.9306
2006-02-07-19; 2.8282; 6.9731
2006-02-07-20; 2.5203; 6.6742
2006-02-07-21; 2.7583; 6.8782
2006-02-07-22; 2.8087; 7.1300
2006-02-07-23; 2.5187; 6.7146
2006-02-08-00; 2.5210; 6.7556
2006-02-08-01; 2.3698; 6.7647
2006-02-08-02; 2.2879; 6.6562
2006-02-08-03; 2.2761; 6.8343
2006-02-08-04; 2.1347; 6.5080
2006-02-08-05; 2.1840; 6.7019
2006-02-08-06; 2.2891; 6.6998
2006-02-08-07; 1.8963; 6.3662
2006-02-08-08; 1.9136; 6.2429
2006-02-08-09; 2.0448; 6.5066
2006-02-08-10; 1.7066; 6.2171
2006-02-08-11; 1.7968; 6.3048
2006-02-08-12; 1.6003; 5.9754
2006-02-08-13; 1.4305; 5.7407
2006-02-08-14; 1.5594; 5.7182
2006-02-08-15; 1.5029; 5.8617
2006-02-08-16; 1.2768; 5.5659
2006-02-08-17; 1.3961; 5.5490
2006-02-08-18; 1.2368; 5.2458
2006-02-08-19; 1.2341; 5.4092
2006-02-08-20; 1.2558; 5.2693
2006-02-08-21; 1.1985; 5.3472
2006-02-08-22; 1.1580; 5.2699
2006-02-08-23; 1.0800; 4.9943
2006-02-09-00; 1.0060; 4.8825
2006-02-09-01; 0.9739; 4.9411
2006-02-09-02; 0.8269; 4.7746
2006-02-09-03; 0.8617; 4.8435
2006-02-09-04; 0.8350; 4.7274
2006-02-09-05; 0.7849; 4.6289
2006-02-09-06; 0.7331; 4.6049
2006-02-09-07; 0.7448; 4.7108
2006-02-09-08; 0.6844; 4.5842
2006-02-09-09; 0.6226; 4.5011
2006-02-09-10; 0.5898; 4.6517
2006-02-09-11; 0.5677; 4.7339
2006-02-09-12; 0.5372; 4.7952
2006-02-09-13; 0.4916; 5.0014
2006-02-09-14; 0.4821; 4.6824
2006-02-09-15; 0.4704; 4.8392
2006-02-09-16; 0.4908; 4.7042
2006-02-09-17; 0.5174; 4.5574
2006-02-09-18; 0.4838; 4.6829
2006-02-09-19; 0.5128; 4.5563
2006-02-09-20; 0.5079; 4.5304
2006-02-09-21; 0.4838; 4.4748
2006-02-09-22; 0.4565; 4.3676
2006-02-09-23; 0.5190; 4.0818
2006-02-10-00; 0.5174; 4.1458
2006-02-10-01; 0.5112; 4.3171
2006-02-10-02; 0.4904; 4.0917
2006-02-10-03; 0.4583; 4.1974
2006-02-10-04; 0.4855; 4.0808
2006-02-10-05; 0.4871; 4.1592
2006-02-10-06; 0.4561; 4.1848
2006-02-10-07; 0.4904; 4.2850
2006-02-10-08; 0.5174; 4.1837
2006-02-10-09; 0.5830; 4.4159
2006-02-10-10; 0.6344; 4.5005
2006-02-10-11; 0.6315; 3.9945
2006-02-10-12; 0.5895; 3.5305
2006-02-10-13; 0.7216; 2.9913
2006-02-10-14; 0.8618; 2.7827
2006-02-10-15; 0.9301; 2.8636
2006-02-10-16; 1.0855; 2.9529
2006-02-10-17; 1.2420; 3.0696
2006-02-10-18; 1.3314; 3.2167
2006-02-10-19; 1.4756; 3.3908
2006-02-10-20; 1.5026; 3.5486
2006-02-10-22; 1.6725; 3.8786
2006-02-10-23; 1.6258; 3.8940
2006-02-11-00; 1.5592; 3.9575
2006-02-11-01; 1.6615; 3.9378
2006-02-11-02; 1.7893; 4.1786
2006-02-11-03; 1.6733; 4.1676
2006-02-11-04; 1.8674; 4.2846
2006-02-11-05; 1.9041; 4.3395
2006-02-11-06; 1.8525; 4.4007
2006-02-11-07; 1.7155; 4.5144
2006-02-11-08; 1.6383; 4.6142
2006-02-11-09; 1.5590; 4.6438
2006-02-11-10; 1.5572; 4.7027
2006-02-11-11; 1.5135; 4.8499
2006-02-11-12; 1.4129; 4.8595
2006-02-11-13; 1.4015; 4.9370
2006-02-11-14; 1.3952; 4.9803
2006-02-11-15; 1.2944; 5.0549
2006-02-11-16; 1.2785; 5.1013
2006-02-11-17; 1.4537; 5.0433
2006-02-11-18; 1.7080; 5.4468
2006-02-11-19; 2.1014; 5.6718
2006-02-11-20; 2.5016; 6.0685
2006-02-11-21; 3.1495; 6.6432
2006-02-11-22; 3.8667; 7.3036
2006-02-11-23; 3.9622; 7.4046
2006-02-12-00; 3.4190; 7.1710
2006-02-12-01; 3.8487; 7.4458
2006-02-12-02; 3.6730; 7.5228
2006-02-12-03; 3.8138; 7.5091
2006-02-12-04; 3.6403; 7.5986
2006-02-12-05; 3.7700; 7.6563
2006-02-12-06; 3.4739; 7.4170
2006-02-12-07; 3.3852; 7.3471
2006-02-12-08; 3.5999; 7.4568
2006-02-12-09; 3.6378; 7.5142
2006-02-12-10; 3.6902; 7.5724
2006-02-12-11; 3.8337; 7.4790
2006-02-12-12; 3.7917; 7.6590
2006-02-12-13; 3.8510; 7.6093
2006-02-12-14; 3.5778; 7.4382
2006-02-12-15; 3.3685; 7.2761
2006-02-12-16; 3.4582; 7.3649
2006-02-12-17; 3.2670; 7.2044
2006-02-12-18; 3.0862; 7.0902
2006-02-12-19; 3.0417; 7.0617
2006-02-12-20; 2.8617; 6.7622
2006-02-12-21; 2.9512; 6.9276
2006-02-12-22; 3.0266; 6.9638
2006-02-12-23; 3.0735; 6.9629
2006-02-13-00; 2.8970; 6.9314
2006-02-13-01; 2.8324; 6.7807
2006-02-13-02; 2.7190; 6.5604
2006-02-13-03; 2.7080; 6.7959
2006-02-13-04; 2.6755; 6.7226
2006-02-13-05; 2.4847; 6.5508
2006-02-13-06; 2.7291; 6.8949
2006-02-13-07; 2.6997; 6.6500
2006-02-13-08; 2.6371; 6.7198
2006-02-13-09; 2.8648; 6.6988
2006-02-13-10; 2.5059; 6.4361
2006-02-13-11; 2.4419; 6.6850
2006-02-13-12; 2.2733; 6.5299
2006-02-13-13; 2.3605; 6.6089
2006-02-13-14; 2.0400; 6.4709
2006-02-13-15; 1.8357; 6.3801
2006-02-13-16; 1.7412; 6.3586
2006-02-13-17; 1.7304; 6.2985
2006-02-13-18; 1.5951; 5.9919
2006-02-13-19; 1.7012; 6.2120
2006-02-13-20; 1.7005; 6.0579
2006-02-13-21; 1.6874; 5.8798
2006-02-13-22; 1.6785; 5.6801
2006-02-13-23; 1.6063; 5.7245
2006-02-14-00; 1.5391; 5.7682
2006-02-14-01; 1.4321; 5.5753
2006-02-14-02; 1.4270; 5.6796
2006-02-14-03; 1.3518; 5.6507
2006-02-14-04; 1.2771; 5.7734
2006-02-14-05; 1.1950; 5.6253
2006-02-14-06; 1.1692; 5.4172
2006-02-14-07; 1.1404; 5.3265
2006-02-14-08; 1.1477; 5.3750
2006-02-14-09; 1.0690; 5.3061
2006-02-14-10; 1.0661; 5.4690
2006-02-14-11; 0.9548; 5.2036
2006-02-14-12; 0.8838; 5.1707
2006-02-14-13; 0.8135; 4.9759
2006-02-14-14; 0.8467; 5.1314
2006-02-14-15; 0.8311; 5.2324
2006-02-14-16; 0.7305; 4.8606
2006-02-14-17; 0.7977; 5.1329
2006-02-14-18; 0.6954; 4.9430
2006-02-14-19; 0.6370; 4.7698
2006-02-14-20; 0.6553; 4.8074
2006-02-14-21; 0.6214; 4.7996
2006-02-14-22; 0.6206; 4.6919
2006-02-14-23; 0.5873; 4.5339
2006-02-15-00; 0.5762; 4.4410
2006-02-15-01; 0.5949; 4.4100
2006-02-15-02; 0.5852; 4.3597
2006-02-15-03; 0.5924; 4.3940
2006-02-15-04; 0.6238; 4.5142
2006-02-15-05; 0.6234; 4.5536
2006-02-15-06; 0.6213; 4.4551
2006-02-15-07; 0.6881; 4.2118
2006-02-15-08; 0.7975; 3.7016
2006-02-15-09; 0.8141; 3.6038
2006-02-15-10; 0.8889; 3.4511
2006-02-15-11; 0.9333; 3.4925
2006-02-15-12; 1.0100; 3.6810
2006-02-15-13; 1.0257; 3.6446
2006-02-15-14; 1.0605; 3.8127
2006-02-15-15; 1.0171; 3.7472
2006-02-15-16; 1.1986; 3.7981
2006-02-15-17; 1.2484; 3.8070
2006-02-15-18; 1.1961; 3.5859
2006-02-15-19; 1.4396; 3.7240
2006-02-15-20; 1.3490; 3.8361
2006-02-15-21; 1.3872; 3.7791
2006-02-15-22; 1.3771; 3.8858
2006-02-15-23; 1.3386; 3.8508
2006-02-16-00; 1.3526; 3.6286
2006-02-16-01; 1.3718; 3.4905
2006-02-16-02; 1.4799; 3.4782
2006-02-16-03; 1.5104; 3.5360
2006-02-16-04; 1.4582; 3.7381
2006-02-16-05; 1.4116; 3.6263
2006-02-16-06; 1.4310; 3.6207
2006-02-16-07; 1.4651; 3.5848
2006-02-16-08; 1.4261; 3.5554
2006-02-16-09; 1.2804; 3.4865
2006-02-16-10; 1.4148; 3.6400
2006-02-16-11; 1.4204; 3.7936
2006-02-16-12; 1.4735; 3.7870
2006-02-16-13; 1.5006; 3.9520
2006-02-16-14; 1.5929; 4.0026
2006-02-16-15; 1.5326; 4.0126
2006-02-16-16; 1.4745; 3.9706
2006-02-16-17; 1.5768; 4.0529
2006-02-16-18; 1.4608; 3.9311
2006-02-16-19; 1.3344; 3.9286
2006-02-16-20; 1.2836; 4.0995
2006-02-16-21; 1.2156; 4.2560
2006-02-16-22; 1.1124; 4.2131
2006-02-16-23; 1.0956; 4.3920
2006-02-17-00; 1.0686; 4.3766
2006-02-17-01; 1.2858; 4.7580
2006-02-17-02; 1.3328; 4.7041
2006-02-17-03; 1.2598; 4.7058
2006-02-17-04; 1.4214; 4.5852
2006-02-17-05; 1.3366; 4.4519
2006-02-17-06; 1.3282; 4.3326
2006-02-17-07; 1.3873; 4.1534
2006-02-17-08; 1.3166; 4.1083
2006-02-17-09; 1.3124; 4.1104
2006-02-17-10; 1.3641; 4.1287
2006-02-17-11; 1.4277; 4.1184
2006-02-17-12; 1.3771; 4.3051
2006-02-17-13; 1.3756; 4.0809
2006-02-17-14; 1.2842; 4.1972
2006-02-17-15; 1.3288; 4.2686
2006-02-17-16; 1.2034; 3.8823
2006-02-17-17; 1.1464; 3.9843
2006-02-17-18; 1.1652; 4.0282
2006-02-17-20; 1.0562; 4.0364
2006-02-17-21; 1.0815; 4.2542
2006-02-17-22; 1.0414; 4.0757
2006-02-17-23; 0.9211; 3.8025
2006-02-18-00; 0.8787; 3.8484
2006-02-18-01; 0.8829; 3.6471
2006-02-18-02; 0.9312; 3.5507
2006-02-18-03; 0.9714; 3.6222
2006-02-18-04; 0.9186; 3.4706
2006-02-18-05; 0.9112; 3.5230
2006-02-18-06; 0.9317; 3.6363
2006-02-18-07; 0.8731; 3.4174
2006-02-18-08; 0.7661; 3.5977
2006-02-18-09; 0.7858; 3.4452
2006-02-18-10; 0.7854; 3.4994
2006-02-18-11; 0.7565; 3.6697
2006-02-18-12; 0.7003; 3.7936
2006-02-18-13; 0.6629; 3.8213
2006-02-18-14; 0.6626; 3.8766
2006-02-18-15; 0.6740; 3.8399
2006-02-18-16; 0.6535; 4.0557
2006-02-18-17; 0.6146; 4.2008
2006-02-18-18; 0.6159; 4.1644
2006-02-18-19; 0.5826; 4.1579
2006-02-18-20; 0.5733; 4.2649
2006-02-18-21; 0.5439; 4.2107
2006-02-18-22; 0.5544; 4.3455
2006-02-18-23; 0.4883; 4.1919
2006-02-19-00; 0.4896; 4.2323
2006-02-19-01; 0.4805; 4.3727
2006-02-19-02; 0.4704; 4.2919
2006-02-19-03; 0.4404; 4.3459
2006-02-19-04; 0.4859; 4.1684
2006-02-19-05; 0.4363; 4.1225
2006-02-19-06; 0.4204; 4.1235
2006-02-19-07; 0.4127; 4.3851
2006-02-19-08; 0.4372; 4.1848
2006-02-19-09; 0.3984; 4.4571
2006-02-19-10; 0.4142; 4.3192
2006-02-19-11; 0.4142; 4.5249
2006-02-19-12; 0.4256; 4.5571
2006-02-19-13; 0.3882; 4.2850
2006-02-19-14; 0.3984; 4.5574
2006-02-19-15; 0.4021; 4.4679
2006-02-19-16; 0.4284; 4.9058
2006-02-19-17; 0.5883; 5.5914
2006-02-19-18; 0.8349; 5.8731
2006-02-19-19; 1.0105; 6.6136
2006-02-19-20; 1.1978; 6.2639
2006-02-19-21; 1.1611; 5.9259
2006-02-19-22; 1.2348; 5.5419
2006-02-19-23; 1.0727; 5.2797
2006-02-20-00; 1.1473; 5.1928
2006-02-20-01; 1.2240; 5.1533
2006-02-20-02; 1.1130; 5.1240
2006-02-20-03; 1.1760; 5.4718
2006-02-20-04; 1.1581; 5.3293
2006-02-20-05; 1.0994; 4.7392
2006-02-20-06; 1.1770; 4.0808
2006-02-20-07; 1.2108; 3.9012
2006-02-20-08; 1.2196; 3.9644
2006-02-20-09; 1.2197; 3.9742
2006-02-20-10; 1.0927; 3.9747
2006-02-20-11; 1.2183; 4.2560
2006-02-20-12; 1.0549; 4.0104
2006-02-20-13; 1.0255; 4.0992
2006-02-20-14; 1.0109; 4.0463
2006-02-20-15; 1.0006; 3.9682
2006-02-20-16; 0.9203; 3.7886
2006-02-20-17; 0.9773; 3.8843
2006-02-20-18; 0.9399; 3.7518
2006-02-20-19; 0.9083; 3.8518
2006-02-20-20; 0.8916; 3.9939
2006-02-20-21; 0.8013; 3.8806
2006-02-20-22; 0.7451; 3.9010
2006-02-20-23; 0.7424; 3.9016
2006-02-21-00; 0.6795; 3.6851
2006-02-21-01; 0.6646; 4.0005
2006-02-21-02; 0.6203; 3.9764
2006-02-21-03; 0.6154; 4.0036
2006-02-21-04; 0.6049; 4.0865
2006-02-21-05; 0.6167; 3.9289
2006-02-21-06; 0.5883; 3.9810
2006-02-21-07; 0.6036; 3.9986
2006-02-21-08; 0.5789; 4.0467
2006-02-21-09; 0.5278; 4.0772
2006-02-21-10; 0.5761; 3.9776
2006-02-21-11; 0.5823; 4.1212
2006-02-21-12; 0.5563; 4.0693
2006-02-21-13; 0.5132; 4.1244
2006-02-21-14; 0.5266; 4.1120
2006-02-21-15; 0.5461; 3.8462
2006-02-21-16; 0.6046; 3.4448
2006-02-21-17; 0.6510; 3.5235
2006-02-21-18; 0.7592; 3.1634
2006-02-21-19; 0.8176; 3.1320
2006-02-21-20; 0.8557; 3.1638
2006-02-21-21; 0.8571; 3.3605
2006-02-21-22; 0.8733; 3.2005
2006-02-21-23; 0.8748; 3.0674
2006-02-22-00; 0.8223; 3.1204
2006-02-22-01; 0.8953; 3.0240
2006-02-22-02; 0.7990; 2.9717
2006-02-22-03; 0.7808; 3.1035
2006-02-22-04; 0.7717; 3.1833
2006-02-22-05; 0.8363; 3.2030
2006-02-22-06; 0.8095; 3.2222
2006-02-22-07; 0.7510; 3.2113
2006-02-22-08; 0.7095; 3.2232
2006-02-22-09; 0.7260; 3.1428
2006-02-22-10; 0.7613; 3.0299
2006-02-22-11; 0.9183; 2.9214
2006-02-22-12; 0.9386; 2.9391
2006-02-22-13; 0.7626; 2.9759
2006-02-22-14; 0.8570; 2.9381
2006-02-22-15; 1.0493; 3.0668
2006-02-22-16; 1.0829; 3.1213
2006-02-22-17; 1.2847; 3.1975
2006-02-22-18; 1.2237; 3.1310
2006-02-22-19; 1.3015; 3.1967
2006-02-22-20; 1.3618; 3.2417
2006-02-22-21; 1.4023; 3.2240
2006-02-22-22; 1.2828; 3.2091
2006-02-22-23; 1.2651; 3.1811
2006-02-23-00; 1.2653; 3.1493
2006-02-23-01; 1.0759; 3.1244
2006-02-23-02; 0.9553; 3.0728
2006-02-23-03; 0.9456; 3.0882
2006-02-23-04; 0.9114; 3.1215
2006-02-23-05; 0.9390; 3.1269
2006-02-23-06; 0.9987; 3.0170
2006-02-23-07; 0.8697; 3.0662
2006-02-23-08; 0.8964; 3.0086
2006-02-23-09; 0.9695; 2.9841
2006-02-23-10; 1.1309; 3.0108
2006-02-23-11; 1.2651; 3.1000
2006-02-23-12; 1.2676; 3.1379
2006-02-23-13; 1.3768; 3.3674
2006-02-23-14; 1.2760; 3.3560
2006-02-23-15; 1.2325; 3.4155
2006-02-23-16; 1.1728; 3.3398
2006-02-23-17; 1.1925; 3.2676
2006-02-23-18; 1.0958; 3.2513
2006-02-23-19; 0.9691; 3.0888
2006-02-23-20; 1.0637; 3.1011
2006-02-23-21; 0.9354; 3.2047
2006-02-23-22; 0.9269; 3.2423
2006-02-23-23; 0.8228; 3.3735
2006-02-24-00; 0.8454; 3.5048
2006-02-24-01; 0.7192; 3.7429
2006-02-24-02; 0.6703; 3.8951
2006-02-24-03; 0.6558; 3.9939
2006-02-24-04; 0.5747; 4.2310
2006-02-24-05; 0.5885; 4.2903
2006-02-24-06; 0.5205; 4.2427
2006-02-24-07; 0.4953; 4.3069
2006-02-24-08; 0.4691; 4.1764
2006-02-24-09; 0.4809; 4.2451
2006-02-24-10; 0.4368; 4.3180
2006-02-24-11; 0.4331; 4.3591
2006-02-24-12; 0.4565; 4.7483
2006-02-24-13; 0.6162; 4.9569
2006-02-24-14; 0.7527; 5.3224
2006-02-24-15; 0.8826; 5.4179
2006-02-24-16; 1.0059; 5.3021
2006-02-24-17; 1.1998; 5.2842
2006-02-24-18; 1.2569; 5.2140
2006-02-24-19; 1.2908; 5.3177
2006-02-24-20; 1.3716; 5.3263
2006-02-24-21; 1.3492; 5.3846
2006-02-24-22; 1.3548; 5.6442
2006-02-24-23; 1.2622; 5.5088
2006-02-25-00; 1.2621; 5.4561
2006-02-25-01; 1.2132; 5.3209
2006-02-25-02; 1.1043; 5.1892
2006-02-25-03; 1.0921; 4.9693
2006-02-25-04; 1.1964; 4.9171
2006-02-25-05; 1.2265; 4.7886
2006-02-25-06; 1.1857; 4.4857
2006-02-25-07; 1.2141; 4.6022
2006-02-25-08; 1.3313; 4.7594
2006-02-25-09; 1.3844; 4.5811
2006-02-25-10; 1.4306; 4.6303
2006-02-25-11; 1.3691; 4.3054
2006-02-25-12; 1.6188; 4.3879
2006-02-25-13; 1.6478; 4.2970
2006-02-25-14; 1.5983; 4.1038
2006-02-25-15; 1.7419; 4.0044
2006-02-25-16; 1.8734; 3.9433
2006-02-25-17; 1.8828; 4.0447
2006-02-25-18; 1.9778; 4.0123
2006-02-25-19; 1.8951; 3.9395
2006-02-25-20; 1.9049; 3.8737
