time (YYYY-MM-DD-HH); significant wave height (m); zero-up-crossing period (s)
2006-01-28-15; 1.9952; 5.4657
2006-01-28-16; 1.8759; 5.3283
2006-01-28-17; 1.8320; 5.3745
2006-01-28-18; 1.7037; 5.3133
2006-01-28-19; 1.6331; 5.6254
2006-01-28-20; 1.5249; 5.3364
2006-01-28-21; 1.5638; 5.3819
2006-01-28-22; 1.4620; 5.3851
2006-01-28-23; 1.4220; 5.2335
2006-01-29-00; 1.3798; 5.0206
2006-01-29-01; 1.3641; 4.6993
2006-01-29-02; 1.4154; 4.4806
2006-01-29-03; 1.5313; 4.4616
2006-01-29-04; 1.6670; 4.5851
2006-01-29-05; 1.6757; 4.6489
2006-01-29-06; 1.7448; 4.6898
2006-01-29-07; 1.7874; 4.7011
2006-01-29-08; 1.9580; 4.7532
2006-01-29-09; 1.9035; 4.8594
2006-01-29-10; 1.8909; 4.9306
2006-01-29-11; 1.8590; 4.8514
2006-01-29-12; 1.8929; 4.8342
2006-01-29-13; 1.9229; 4.9901
2006-01-29-14; 1.9985; 5.1002
2006-01-29-15; 1.7035; 5.0491
2006-01-29-16; 1.7816; 5.2453
2006-01-29-17; 1.7781; 5.1867
2006-01-29-18; 1.7529; 5.1730
2006-01-29-19; 1.7954; 5.1770
2006-01-29-20; 1.7205; 4.9643
2006-01-29-21; 1.6736; 4.7661
2006-01-29-22; 1.6797; 4.6788
2006-01-29-23; 1.7350; 4.7318
2006-01-30-00; 1.8627; 4.6910
2006-01-30-01; 1.6977; 4.5538
2006-01-30-02; 1.7179; 4.4438
2006-01-30-03; 1.6468; 4.4749
2006-01-30-04; 1.7506; 4.4575
2006-01-30-05; 1.6761; 4.4366
2006-01-30-06; 1.4959; 4.2868
2006-01-30-07; 1.4400; 4.3118
2006-01-30-08; 1.3328; 4.1982
2006-01-30-09; 1.2024; 4.0521
2006-01-30-10; 1.2117; 3.9699
2006-01-30-11; 1.2197; 4.1921
2006-01-30-12; 1.1249; 4.1117
2006-01-30-13; 1.1698; 4.2566
2006-01-30-14; 1.1848; 4.1345
2006-01-30-15; 1.1606; 3.8528
2006-01-30-16; 1.1283; 3.7673
2006-01-30-17; 1.2077; 3.8176
2006-01-30-18; 1.3183; 3.9428
2006-01-30-19; 1.2793; 3.7984
2006-01-30-20; 1.1024; 3.8476
2006-01-30-21; 1.0337; 3.9803
2006-01-30-22; 0.9732; 3.9366
2006-01-30-23; 1.0146; 3.8001
2006-01-31-00; 0.9960; 3.9236
2006-01-31-01; 1.0077; 3.8641
2006-01-31-02; 0.9464; 3.7545
2006-01-31-03; 0.9025; 3.9139
2006-01-31-04; 0.8432; 3.8195
2006-01-31-05; 0.8586; 3.8270
2006-01-31-06; 0.9550; 3.8554
2006-01-31-07; 0.9226; 3.5517
2006-01-31-08; 1.0773; 3.5387
2006-01-31-09; 0.9905; 3.5595
2006-01-31-10; 1.1289; 3.5876
2006-01-31-11; 1.2118; 3.6665
2006-01-31-12; 1.5646; 4.1927
2006-01-31-13; 1.6997; 4.5283
2006-01-31-14; 1.7201; 4.6206
2006-01-31-15; 1.8280; 4.7152
2006-01-31-16; 1.8737; 4.7725
2006-01-31-17; 1.9527; 4.9022
2006-01-31-18; 2.0707; 5.0221
2006-01-31-19; 1.8823; 4.9234
2006-01-31-20; 1.7541; 4.8709
2006-01-31-21; 1.6748; 4.8553
2006-01-31-22; 1.6008; 5.1227
2006-01-31-23; 1.6314; 5.4413
2006-02-01-00; 1.5909; 5.6387
2006-02-01-01; 1.7161; 6.3615
2006-02-01-02; 1.6878; 6.3759
2006-02-01-03; 1.4400; 5.8824
2006-02-01-04; 1.5261; 6.1190
2006-02-01-05; 1.4433; 5.9595
2006-02-01-06; 1.4243; 5.9540
2006-02-01-07; 1.2527; 5.6652
2006-02-01-08; 1.1763; 5.6156
2006-02-01-09; 1.0937; 5.3473
2006-02-01-10; 1.0888; 5.3909
2006-02-01-11; 1.0138; 5.3074
2006-02-01-12; 0.9306; 5.2296
2006-02-01-13; 0.9696; 5.4201
2006-02-01-14; 0.8333; 5.2184
2006-02-01-15; 0.8274; 5.3881
2006-02-01-16; 0.8240; 5.4062
2006-02-01-17; 0.7577; 5.2355
2006-02-01-18; 0.8253; 5.3666
2006-02-01-19; 0.7706; 5.2132
2006-02-01-20; 0.8053; 5.3598
2006-02-01-21; 0.7714; 5.2025
2006-02-01-22; 0.7966; 5.3585
2006-02-01-23; 0.7437; 5.3827
2006-02-02-00; 0.7008; 5.3002
2006-02-02-01; 0.6825; 5.4122
2006-02-02-02; 0.6743; 5.5226
2006-02-02-03; 0.6651; 5.4329
2006-02-02-04; 0.6634; 4.8177
2006-02-02-05; 0.6908; 4.2517
2006-02-02-06; 0.7828; 3.8628
2006-02-02-07; 0.8665; 3.7618
2006-02-02-08; 0.9231; 3.5968
2006-02-02-09; 1.0597; 3.6342
2006-02-02-10; 1.1273; 3.6106
2006-02-02-11; 1.2313; 3.7242
2006-02-02-12; 1.3673; 3.8106
2006-02-02-13; 1.4901; 3.9504
2006-02-02-14; 1.4065; 3.8989
2006-02-02-15; 1.4937; 4.0077
2006-02-02-16; 1.3818; 3.9984
2006-02-02-17; 1.3508; 4.1068
2006-02-02-18; 1.2757; 4.0524
2006-02-02-19; 1.3507; 4.0073
2006-02-02-20; 1.3898; 3.9722
2006-02-02-21; 1.6308; 4.1900
2006-02-02-22; 1.8062; 4.2444
2006-02-02-23; 2.0326; 4.3464
2006-02-03-00; 2.0687; 4.4161
2006-02-03-01; 2.0886; 4.4970
2006-02-03-02; 1.9595; 4.4089
2006-02-03-03; 1.9491; 4.3576
2006-02-03-04; 1.9758; 4.4116
2006-02-03-05; 1.7706; 4.3824
2006-02-03-06; 1.7072; 4.2767
2006-02-03-07; 1.6066; 4.3853
2006-02-03-08; 1.5634; 4.4628
2006-02-03-09; 1.3370; 4.4283
2006-02-03-10; 1.3642; 4.4903
2006-02-03-11; 1.3043; 4.6243
2006-02-03-12; 1.2574; 4.5971
2006-02-03-13; 1.2329; 4.7000
2006-02-03-14; 1.1049; 4.6906
2006-02-03-15; 1.1941; 4.3953
2006-02-03-16; 1.1798; 4.8943
2006-02-03-17; 1.2312; 5.5638
2006-02-03-18; 1.1734; 6.1744
2006-02-03-19; 1.0518; 6.2320
2006-02-03-20; 1.0749; 7.0280
2006-02-03-21; 0.9919; 7.4892
2006-02-03-22; 0.9514; 6.3942
2006-02-03-23; 0.9196; 5.9353
2006-02-04-00; 0.8454; 4.6554
2006-02-04-01; 0.8875; 3.8372
2006-02-04-02; 1.0956; 3.7216
2006-02-04-03; 1.2870; 3.6852
2006-02-04-04; 1.5436; 4.0320
2006-02-04-05; 1.3487; 3.8387
2006-02-04-06; 2.0899; 4.2477
2006-02-04-07; 2.1443; 4.3284
2006-02-04-08; 1.9897; 4.2432
2006-02-04-09; 1.9026; 4.1962
2006-02-04-10; 1.6208; 3.9787
2006-02-04-11; 1.8086; 4.1752
2006-02-04-12; 1.8723; 4.2779
2006-02-04-13; 1.5704; 4.0253
2006-02-04-14; 1.5793; 3.9397
2006-02-04-15; 1.6152; 3.8416
2006-02-04-16; 1.8637; 4.1463
2006-02-04-17; 1.7017; 4.0286
2006-02-04-18; 1.6605; 3.9527
2006-02-04-19; 1.6899; 3.9600
2006-02-04-20; 1.5859; 3.9297
2006-02-04-21; 1.6063; 3.9732
2006-02-04-22; 1.4640; 3.8864
2006-02-04-23; 1.5841; 3.9020
2006-02-05-00; 1.5960; 4.0804
2006-02-05-01; 1.6625; 4.0610
2006-02-05-02; 1.5855; 4.0411
2006-02-05-03; 1.8720; 4.3019
2006-02-05-04; 2.3157; 4.6226
2006-02-05-05; 2.3268; 4.7669
2006-02-05-06; 2.2992; 4.7924
2006-02-05-07; 2.1058; 4.6971
2006-02-05-08; 1.8477; 4.4122
2006-02-05-09; 1.7704; 4.3198
2006-02-05-10; 1.8289; 4.4500
2006-02-05-11; 1.8190; 4.5100
2006-02-05-12; 1.8562; 4.6073
2006-02-05-13; 2.2143; 4.8643
2006-02-05-14; 2.3618; 5.0540
2006-02-05-15; 2.1624; 4.9309
2006-02-05-16; 1.8797; 4.9199
2006-02-05-17; 1.7617; 4.9927
2006-02-05-18; 1.5634; 5.0402
2006-02-05-19; 1.4980; 5.2731
2006-02-05-20; 1.3135; 4.9717
2006-02-05-21; 1.4290; 4.6486
2006-02-05-22; 1.4030; 4.4115
2006-02-05-23; 1.4135; 4.4378
2006-02-06-00; 1.3243; 4.2190
2006-02-06-01; 1.4151; 4.3431
2006-02-06-02; 1.3958; 4.3284
2006-02-06-03; 1.3049; 4.2869
2006-02-06-04; 1.3382; 4.3246
2006-02-06-05; 1.4936; 4.4627
2006-02-06-06; 1.4665; 4.5282
2006-02-06-07; 1.3584; 4.5265
2006-02-06-08; 1.2704; 4.4617
2006-02-06-09; 1.2000; 4.5701
2006-02-06-10; 1.1289; 4.6714
2006-02-06-11; 1.0803; 4.6640
2006-02-06-12; 1.0166; 4.5572
2006-02-06-13; 0.8472; 4.7740
2006-02-06-14; 0.7688; 4.6628
2006-02-06-15; 0.7360; 4.8745
2006-02-06-16; 0.6537; 4.9030
2006-02-06-17; 0.5693; 4.9378
2006-02-06-18; 0.5790; 5.1609
2006-02-06-19; 0.5053; 5.1583
2006-02-06-20; 0.4848; 5.1932
2006-02-06-21; 0.4813; 5.3407
2006-02-06-22; 0.4680; 5.2818
2006-02-06-23; 0.4853; 5.5129
2006-02-07-00; 0.4618; 5.2927
2006-02-07-01; 0.4823; 5.4081
2006-02-07-02; 0.5043; 5.5242
2006-02-07-03; 0.4923; 3.8905
2006-02-07-04; 0.7597; 3.0144
2006-02-07-05; 0.8625; 3.2030
2006-02-07-06; 0.9250; 3.2699
2006-02-07-07; 0.8890; 3.3222
2006-02-07-08; 0.9935; 3.4366
2006-02-07-09; 1.0197; 3.5020
2006-02-07-10; 1.0035; 3.4610
2006-02-07-11; 1.0279; 3.3794
2006-02-07-12; 1.0090; 3.3959
2006-02-07-13; 1.2258; 3.5036
2006-02-07-14; 1.3927; 3.6872
2006-02-07-15; 1.4302; 3.7787
2006-02-07-16; 1.3454; 3.7580
2006-02-07-17; 1.2473; 3.6718
2006-02-07-18; 1.1518; 3.6572
2006-02-07-19; 1.0091; 3.6071
2006-02-07-20; 0.8697; 3.5246
2006-02-07-21; 0.7466; 3.4375
2006-02-07-22; 0.6644; 3.3814
2006-02-07-23; 0.6769; 3.6394
2006-02-08-00; 0.7224; 3.4745
2006-02-08-01; 0.9093; 3.5649
2006-02-08-02; 1.1708; 4.0795
2006-02-08-03; 1.6843; 4.5888
2006-02-08-04; 1.7834; 4.7424
2006-02-08-05; 1.8417; 4.7598
2006-02-08-06; 1.7567; 4.8522
2006-02-08-07; 1.5190; 4.7509
2006-02-08-08; 1.3412; 4.4955
2006-02-08-09; 1.3844; 4.5890
2006-02-08-10; 1.3413; 4.6130
2006-02-08-11; 1.3542; 4.4586
2006-02-08-12; 1.5116; 4.6287
2006-02-08-13; 1.5306; 4.6140
2006-02-08-14; 1.4518; 4.5365
2006-02-08-15; 1.4079; 4.3925
2006-02-08-16; 1.3657; 4.4719
2006-02-08-17; 1.2762; 4.5220
2006-02-08-18; 1.3560; 4.4105
2006-02-08-19; 1.3986; 4.3560
2006-02-08-20; 1.3593; 4.1968
2006-02-08-21; 1.2773; 4.2068
2006-02-08-22; 1.1229; 4.0492
2006-02-08-23; 1.1016; 4.0532
2006-02-09-00; 1.0563; 3.9730
2006-02-09-01; 1.0434; 4.1003
2006-02-09-02; 0.9272; 4.1228
2006-02-09-03; 0.8952; 4.2043
2006-02-09-04; 0.8566; 4.0846
2006-02-09-05; 0.8714; 3.9645
2006-02-09-06; 0.8977; 3.9332
2006-02-09-07; 0.9340; 3.9558
2006-02-09-08; 0.9264; 3.8526
2006-02-09-09; 1.1667; 3.9644
2006-02-09-10; 1.3307; 4.1748
2006-02-09-11; 1.2914; 4.2359
2006-02-09-12; 1.2917; 4.1976
2006-02-09-13; 1.2772; 4.1899
2006-02-09-14; 1.2625; 4.1859
2006-02-09-15; 1.1973; 4.1285
2006-02-09-16; 1.1434; 4.1028
2006-02-09-17; 1.1045; 4.2119
2006-02-09-18; 1.0522; 4.1856
2006-02-09-19; 1.0000; 4.1141
2006-02-09-20; 0.9885; 3.9750
2006-02-09-21; 1.1469; 3.9722
2006-02-09-22; 1.2993; 4.0192
2006-02-09-23; 1.3652; 4.1251
2006-02-10-00; 1.4017; 4.2660
2006-02-10-01; 1.5224; 4.4505
2006-02-10-02; 1.6354; 4.5707
2006-02-10-03; 1.6296; 4.6147
2006-02-10-04; 1.6449; 4.6389
2006-02-10-05; 1.4953; 4.5340
2006-02-10-06; 1.4067; 4.5687
2006-02-10-07; 1.3617; 4.6396
2006-02-10-08; 1.2902; 4.7476
2006-02-10-09; 1.3038; 5.0004
2006-02-10-10; 1.3106; 5.3400
2006-02-10-11; 1.2691; 5.4105
2006-02-10-12; 1.1801; 5.2601
2006-02-10-13; 1.0421; 4.8682
2006-02-10-14; 1.0065; 4.9583
2006-02-10-15; 0.9810; 4.8518
2006-02-10-16; 0.9488; 4.9207
2006-02-10-17; 0.9630; 5.0025
2006-02-10-18; 1.0300; 5.1591
2006-02-10-19; 0.9674; 5.1131
2006-02-10-20; 1.0137; 5.1725
2006-02-10-21; 1.0967; 5.3873
2006-02-10-22; 1.0532; 5.4642
2006-02-10-23; 0.9563; 5.2000
2006-02-11-00; 0.8654; 4.4836
2006-02-11-01; 0.8630; 3.9321
2006-02-11-02; 0.8978; 3.8741
2006-02-11-03; 0.9006; 3.7266
2006-02-11-04; 0.9904; 3.7531
2006-02-11-05; 1.0539; 3.7567
2006-02-11-06; 1.0913; 3.6522
2006-02-11-07; 1.0968; 3.5610
2006-02-11-08; 1.1142; 3.6604
2006-02-11-09; 1.0497; 3.6803
2006-02-11-10; 0.8954; 3.6559
2006-02-11-11; 0.8347; 3.6776
2006-02-11-12; 0.8193; 3.7769
2006-02-11-13; 0.8653; 3.7300
2006-02-11-14; 0.8743; 3.4440
2006-02-11-15; 0.9826; 3.3686
2006-02-11-16; 1.1422; 3.4098
2006-02-11-17; 1.3142; 3.5796
2006-02-11-18; 1.3670; 3.6708
2006-02-11-19; 1.4690; 3.8050
2006-02-11-20; 1.4664; 3.7584
2006-02-11-21; 1.2497; 3.6561
2006-02-11-22; 1.1173; 3.6047
2006-02-11-23; 1.0534; 3.5703
2006-02-12-00; 1.1170; 3.6334
2006-02-12-01; 1.2552; 3.8442
2006-02-12-02; 1.0511; 3.6255
2006-02-12-03; 1.0340; 3.5531
2006-02-12-04; 1.0370; 3.5046
2006-02-12-05; 1.1686; 3.6285
2006-02-12-06; 1.5083; 4.0466
2006-02-12-07; 1.6907; 4.2701
2006-02-12-08; 1.6432; 4.4609
2006-02-12-09; 2.2061; 5.0821
2006-02-12-10; 2.2242; 5.1884
2006-02-12-11; 2.2387; 5.2955
2006-02-12-12; 2.3919; 5.4247
2006-02-12-13; 2.1414; 5.2341
2006-02-12-14; 2.1862; 5.2735
2006-02-12-15; 2.2050; 5.1370
2006-02-12-16; 2.2160; 5.0529
2006-02-12-17; 2.1668; 5.0747
2006-02-12-18; 2.0578; 4.7851
2006-02-12-19; 2.1439; 4.9208
2006-02-12-20; 2.1001; 4.9818
2006-02-12-21; 2.1524; 5.0225
2006-02-12-22; 2.0649; 4.7676
2006-02-12-23; 2.0103; 4.7563
2006-02-13-00; 2.0326; 4.8960
2006-02-13-01; 2.0774; 5.1306
2006-02-13-02; 2.0119; 5.0514
2006-02-13-03; 1.7805; 4.9780
2006-02-13-04; 1.7318; 4.8340
2006-02-13-05; 1.6264; 4.8023
2006-02-13-06; 1.6723; 4.8506
2006-02-13-07; 1.6549; 4.8766
2006-02-13-08; 1.7379; 4.8788
2006-02-13-09; 1.7096; 4.8249
2006-02-13-10; 1.7288; 4.9365
2006-02-13-11; 1.7570; 5.0212
2006-02-13-12; 1.6813; 4.8330
2006-02-13-13; 1.7207; 4.9407
2006-02-13-14; 1.8754; 5.0477
2006-02-13-15; 1.8940; 5.0118
2006-02-13-16; 1.8538; 4.8773
2006-02-13-17; 1.8472; 4.8278
2006-02-13-18; 1.6357; 4.8832
2006-02-13-19; 1.6669; 5.0611
2006-02-13-20; 1.5741; 5.0498
2006-02-13-21; 1.5576; 5.0528
2006-02-13-22; 1.4908; 5.3222
2006-02-13-23; 1.4772; 5.4595
2006-02-14-00; 1.4971; 5.5356
2006-02-14-01; 1.4628; 5.8805
2006-02-14-02; 1.4293; 5.8987
2006-02-14-03; 1.5843; 5.8931
2006-02-14-04; 1.2828; 5.2461
2006-02-14-05; 1.3160; 5.2928
2006-02-14-06; 1.3480; 5.1106
2006-02-14-07; 1.2827; 5.0604
2006-02-14-08; 1.1561; 4.8226
2006-02-14-09; 1.1220; 4.9869
2006-02-14-10; 1.0310; 5.2197
2006-02-14-11; 0.9994; 5.2805
2006-02-14-12; 0.9400; 5.3087
2006-02-14-13; 0.8831; 5.2701
2006-02-14-14; 0.8280; 5.1634
2006-02-14-15; 0.8037; 5.1473
2006-02-14-16; 0.7199; 4.8416
2006-02-14-17; 0.7864; 4.7862
2006-02-14-18; 0.7103; 4.8214
2006-02-14-19; 0.6781; 4.9558
2006-02-14-20; 0.7115; 5.3274
2006-02-14-21; 0.6283; 5.2415
2006-02-14-22; 0.6419; 5.5745
2006-02-14-23; 0.6375; 5.7884
2006-02-15-00; 0.6147; 5.7721
2006-02-15-01; 0.6027; 5.7487
2006-02-15-02; 0.5890; 5.9233
2006-02-15-03; 0.6430; 6.2160
2006-02-15-04; 0.6427; 6.3591
2006-02-15-05; 0.6821; 6.4789
2006-02-15-06; 0.6486; 6.0970
2006-02-15-07; 0.6950; 6.2389
2006-02-15-08; 0.7047; 6.2319
2006-02-15-09; 0.6696; 5.9315
2006-02-15-10; 0.6242; 6.1378
2006-02-15-11; 0.5200; 5.6132
2006-02-15-12; 0.5343; 5.7091
2006-02-15-13; 0.5742; 5.9009
2006-02-15-14; 0.5355; 5.0307
2006-02-15-15; 0.5522; 4.3228
2006-02-15-16; 0.6079; 4.0448
2006-02-15-17; 0.5957; 4.1947
2006-02-15-18; 0.5841; 4.3818
2006-02-15-19; 0.5975; 4.5990
2006-02-15-20; 0.6150; 4.1140
2006-02-15-21; 0.6368; 3.7743
2006-02-15-22; 0.6783; 3.8419
2006-02-15-23; 0.6699; 3.7806
2006-02-16-00; 0.6830; 3.9373
2006-02-16-01; 0.6594; 3.8848
2006-02-16-02; 0.7235; 4.1050
2006-02-16-03; 0.6846; 4.0365
2006-02-16-04; 0.7318; 3.9687
2006-02-16-05; 0.7751; 3.9950
2006-02-16-06; 0.7853; 3.8941
2006-02-16-07; 0.8288; 3.8901
2006-02-16-08; 0.8899; 3.9350
2006-02-16-09; 1.1538; 3.9703
2006-02-16-10; 1.2101; 4.0744
2006-02-16-11; 1.1449; 4.0267
2006-02-16-12; 1.2905; 4.1231
2006-02-16-13; 1.4609; 4.4075
2006-02-16-14; 1.4750; 4.4303
2006-02-16-15; 1.5372; 4.4850
2006-02-16-16; 1.6511; 4.5662
2006-02-16-17; 1.7171; 4.7542
2006-02-16-18; 1.7064; 4.7211
2006-02-16-19; 1.6756; 4.8467
2006-02-16-20; 1.6097; 4.8920
2006-02-16-21; 1.5641; 5.0439
2006-02-16-22; 1.5486; 5.0382
2006-02-16-23; 1.5485; 5.1314
2006-02-17-00; 1.4676; 4.9611
2006-02-17-01; 1.4573; 4.8914
2006-02-17-02; 1.3972; 4.7044
2006-02-17-03; 1.4088; 4.7624
2006-02-17-04; 1.3346; 4.6223
2006-02-17-05; 1.2411; 4.6985
2006-02-17-06; 1.2048; 4.6753
2006-02-17-07; 1.1682; 4.7221
2006-02-17-08; 1.1084; 4.6163
2006-02-17-09; 1.0555; 4.5335
2006-02-17-10; 1.0397; 4.6299
2006-02-17-11; 1.0188; 4.7135
2006-02-17-12; 0.9828; 4.8713
2006-02-17-13; 0.9036; 4.9821
2006-02-17-14; 0.9935; 5.1987
2006-02-17-15; 0.9533; 5.3621
2006-02-17-16; 0.9577; 5.4713
2006-02-17-17; 0.9568; 5.8450
2006-02-17-18; 1.0648; 5.9004
2006-02-17-19; 1.1719; 5.9729
2006-02-17-20; 1.2220; 5.9382
2006-02-17-21; 1.1900; 5.9125
2006-02-17-22; 1.2863; 6.0116
2006-02-17-23; 1.3144; 6.1002
2006-02-18-00; 1.2181; 6.0010
2006-02-18-01; 1.1886; 6.0280
2006-02-18-02; 1.1215; 6.0047
2006-02-18-03; 1.0865; 5.9963
2006-02-18-04; 1.1068; 5.8805
2006-02-18-05; 0.9935; 5.7322
2006-02-18-06; 1.0827; 6.0529
2006-02-18-07; 0.9953; 5.9214
2006-02-18-08; 1.0291; 6.0750
2006-02-18-09; 1.0393; 6.2651
2006-02-18-10; 0.9414; 6.0953
2006-02-18-11; 0.9079; 6.4041
2006-02-18-12; 0.8993; 5.7016
2006-02-18-13; 0.8806; 5.6177
2006-02-18-14; 0.8274; 5.4756
2006-02-18-15; 0.8318; 5.6435
2006-02-18-16; 0.7691; 5.6345
2006-02-18-17; 0.7894; 5.7296
2006-02-18-18; 0.6779; 5.5675
2006-02-18-19; 0.6280; 5.9906
2006-02-18-20; 0.6540; 6.1927
2006-02-18-21; 0.7021; 6.1678
2006-02-18-22; 0.7577; 4.7176
2006-02-18-23; 0.7874; 3.9689
2006-02-19-00; 0.8321; 3.9616
2006-02-19-01; 0.8159; 3.8500
2006-02-19-02; 0.8070; 3.6839
2006-02-19-03; 0.7750; 3.7558
2006-02-19-04; 0.7060; 3.5360
2006-02-19-05; 0.7255; 3.9288
2006-02-19-06; 0.6752; 3.9137
2006-02-19-07; 0.6179; 4.0577
2006-02-19-08; 0.6121; 3.4285
2006-02-19-09; 0.7855; 3.4600
2006-02-19-10; 0.9825; 3.9040
2006-02-19-11; 1.0225; 4.1059
2006-02-19-12; 1.0246; 4.0967
2006-02-19-13; 1.0592; 4.0101
2006-02-19-14; 1.0629; 4.0943
2006-02-19-15; 1.0761; 4.2017
2006-02-19-16; 1.1865; 4.4385
2006-02-19-17; 1.1503; 4.3799
2006-02-19-18; 1.2851; 4.2787
2006-02-19-19; 1.4695; 4.2736
2006-02-19-20; 1.5230; 4.4103
2006-02-19-21; 1.5445; 4.6982
2006-02-19-22; 1.4578; 4.6947
2006-02-19-23; 1.5196; 4.8219
2006-02-20-00; 1.4845; 4.8247
2006-02-20-01; 1.4408; 4.9114
2006-02-20-02; 1.4920; 5.1157
2006-02-20-03; 1.5458; 5.2320
2006-02-20-04; 1.6355; 5.3753
2006-02-20-05; 1.7154; 5.3280
2006-02-20-06; 1.7151; 5.1684
2006-02-20-07; 1.6926; 5.2626
2006-02-20-08; 1.6456; 5.2336
2006-02-20-09; 1.5322; 5.1445
2006-02-20-10; 1.5551; 5.4039
2006-02-20-11; 1.3734; 5.2471
2006-02-20-12; 1.5184; 5.8718
2006-02-20-13; 1.2902; 5.4771
2006-02-20-14; 1.2715; 5.5251
2006-02-20-15; 1.2160; 5.3331
2006-02-20-16; 1.2487; 5.4641
2006-02-20-17; 1.1113; 5.2270
2006-02-20-18; 1.1716; 5.3002
2006-02-20-19; 1.1493; 5.4396
2006-02-20-20; 1.1532; 5.7352
2006-02-20-21; 1.1389; 5.7756
2006-02-20-22; 1.0149; 5.8222
2006-02-20-23; 1.0614; 6.1081
2006-02-21-00; 1.0435; 6.3395
2006-02-21-01; 0.9781; 6.1869
2006-02-21-02; 1.0050; 6.4932
2006-02-21-03; 1.0299; 6.6574
2006-02-21-04; 0.9158; 6.2663
2006-02-21-05; 0.8900; 6.1912
2006-02-21-06; 0.8959; 6.4299
2006-02-21-07; 0.8308; 6.0853
2006-02-21-08; 0.7945; 6.1016
2006-02-21-09; 0.9142; 6.5439
2006-02-21-10; 0.7649; 5.9442
2006-02-21-11; 0.8272; 6.0211
2006-02-21-12; 0.7485; 5.6878
2006-02-21-13; 0.7035; 5.8116
2006-02-21-14; 0.6890; 5.9128
2006-02-21-15; 0.6794; 5.3787
2006-02-21-16; 0.7033; 5.2547
2006-02-21-17; 0.6914; 5.1356
2006-02-21-18; 0.7014; 5.3856
2006-02-21-19; 0.6632; 5.4877
2006-02-21-20; 0.6657; 6.1949
2006-02-21-21; 0.6539; 6.5421
2006-02-21-22; 0.6141; 6.6119
2006-02-21-23; 0.5977; 7.0082
2006-02-22-00; 0.6121; 5.7245
2006-02-22-01; 0.6847; 3.6069
2006-02-22-02; 0.7738; 3.3417
2006-02-22-03; 0.8377; 3.2109
2006-02-22-04; 0.8062; 3.3118
2006-02-22-05; 0.6670; 3.3276
2006-02-22-06; 0.6215; 3.8133
2006-02-22-07; 0.6048; 3.6907
2006-02-22-08; 0.6350; 3.7075
2006-02-22-09; 0.6296; 3.6077
2006-02-22-10; 0.5763; 3.5220
2006-02-22-11; 0.6481; 3.5880
2006-02-22-12; 0.7263; 3.4709
2006-02-22-13; 0.7225; 3.5203
2006-02-22-14; 0.7137; 3.6219
2006-02-22-15; 0.7567; 3.3855
2006-02-22-16; 0.7151; 3.4088
2006-02-22-17; 0.6477; 3.5680
2006-02-22-18; 0.5674; 3.7575
2006-02-22-19; 0.4733; 3.8662
2006-02-22-20; 0.4576; 4.2100
2006-02-22-21; 0.4205; 4.4805
2006-02-22-22; 0.3876; 4.7745
2006-02-22-23; 0.4143; 4.1249
2006-02-23-00; 0.4607; 3.4948
2006-02-23-01; 0.4187; 3.4725
2006-02-23-02; 0.5364; 2.8883
2006-02-23-03; 0.8466; 3.1071
2006-02-23-04; 0.9205; 3.3360
2006-02-23-05; 0.8152; 3.3668
2006-02-23-06; 0.6691; 3.3222
2006-02-23-07; 0.6363; 3.3339
2006-02-23-08; 0.6031; 3.1572
2006-02-23-09; 0.6452; 3.1112
2006-02-23-10; 0.7436; 3.1586
2006-02-23-11; 0.6385; 3.3052
2006-02-23-12; 0.5498; 3.2566
2006-02-23-13; 0.5889; 3.1622
2006-02-23-14; 0.6501; 3.0973
2006-02-23-15; 0.6885; 3.1585
2006-02-23-16; 0.6707; 3.1649
2006-02-23-17; 0.5994; 3.0765
2006-02-23-18; 0.5866; 3.1046
2006-02-23-19; 0.5847; 3.0866
2006-02-23-20; 0.5521; 3.0112
2006-02-23-21; 0.5384; 3.1272
2006-02-23-22; 0.4793; 3.1889
2006-02-23-23; 0.4004; 2.9990
2006-02-24-00; 0.3332; 3.1377
2006-02-24-01; 0.4806; 2.8264
2006-02-24-02; 0.6518; 3.1435
2006-02-24-03; 0.7298; 3.3324
2006-02-24-04; 0.8187; 3.3755
2006-02-24-05; 0.9883; 3.6396
2006-02-24-06; 1.0064; 3.7691
2006-02-24-07; 0.9101; 3.6595
2006-02-24-08; 0.9775; 3.7675
2006-02-24-09; 1.0252; 3.8642
2006-02-24-10; 1.0613; 4.1129
2006-02-24-11; 1.1251; 4.1583
2006-02-24-12; 1.1063; 4.1399
2006-02-24-13; 1.1102; 4.1468
2006-02-24-14; 1.1783; 4.0359
2006-02-24-15; 1.3194; 4.0664
2006-02-24-16; 1.3478; 4.2029
2006-02-24-17; 1.4259; 4.2902
2006-02-24-18; 1.4868; 4.3002
2006-02-24-19; 1.6167; 4.6444
2006-02-24-20; 1.6702; 4.6860
2006-02-24-21; 1.7069; 4.8154
2006-02-24-22; 1.7031; 4.8313
2006-02-24-23; 1.7532; 4.8759
2006-02-25-00; 1.8728; 4.8993
2006-02-25-01; 1.9021; 4.9140
2006-02-25-02; 2.0604; 5.0008
2006-02-25-03; 2.0276; 4.8823
2006-02-25-04; 2.0842; 4.9798
2006-02-25-05; 2.0149; 4.8748
2006-02-25-06; 2.1879; 5.0795
